"name","gender","party","twitter","mandates","ville","departement","type","id","statuses","followers","created","last_tweeted","age","followers_sample","sample"
"Philippe MOUILLER","m","UMP","mouiller_p","Sénateur","moncoutant","deux sevres","Senator","442945989",836,642,2011,"2015-05-22",1272,642,FALSE
"Karim GHACHEM","m","PS","karim_ghachem","Sans mandat électif courant","quimper","finistere","Else","15979577",1684,639,2008,"2015-04-08",2486,640,TRUE
"Arnaud CLEMENT","m","DVD","arnaudclement36","Conseiller communautaire, Conseiller municipal","chateauroux","indre","Local","91442788",1674,636,2009,"2015-04-21",2033,607,FALSE
"Nathalie TORTRAT","f","UDI","nathalietortrat","Conseiller municipal","","seine et marne","Local","81319400",7139,636,2009,NA,2075,619,FALSE
"David MBANZA","m","EELV","dmbanza","Conseiller régional","","hauts de seine","Local","118216747",779,633,2010,"2015-06-13",1934,633,TRUE
"Hatouma DOUCOURE","f","PS","h_doucoure","Conseiller régional","","essonne","Local","332790922",709,632,2011,"2015-05-22",1437,632,FALSE
"Dominique ORLIAC","f","PRG","d_orliac","Député","","lot","MP","1547936252",283,631,2013,"2015-04-11",720,582,FALSE
"Sabrina GARNIER","f","UDI","garnier_sabrina","Conseiller régional","","vendee","Local","1911542250",2964,630,2013,"2015-06-15",626,630,TRUE
"Stéphane MARTOT","m","EELV","regardarouen","Conseiller communautaire, Conseiller municipal","rouen","seine maritime","Local","49288325",10704,628,2009,"2015-06-14",2186,628,FALSE
"Yann JUIN","m","PRG","yannjuin","Conseiller municipal","","","Local","72075520",1714,628,2009,"2015-02-20",2108,619,FALSE
"Michèle BONNETON","f","EELV","michelebonneton","Député","","isere","MP","1114122348",84,627,2013,"2015-04-20",874,627,TRUE
"Jean RAPENNE","m","DVD","jrapenne","Responsable politique national, Sans mandat électif courant","","","Else","180781064",2837,626,2010,"2015-05-26",1761,626,FALSE
"Hélène GEOFFROY","f","PS","helenegeoffroy","Député, Maire","vaulx en velin","rhone","MP","1513606236",93,624,2013,"2015-04-11",733,609,FALSE
"Jacques GROSPERRIN","m","UMP","jgrosperrin","Conseiller régional, Sénateur","besancon","doubs","Senator","579878272",706,624,2012,"2014-06-28",1128,624,FALSE
"Renaud ROUX","m","FDG","renaudroux","Conseiller municipal","chevilly larue","val de marne","Local","133675567",823,623,2010,"2015-06-11",1887,623,FALSE
"Thomas GUYARD","m","FDG","thomasguyard","Conseiller communautaire, Conseiller municipal","melun","seine et marne","Local","204375281",2587,622,2010,"2015-06-09",1702,622,FALSE
"Jean-François PELLISSIER","m","FDG","jfpellissier","Conseiller régional","","","Local","2517287348",1934,620,2014,"2015-06-14",389,620,FALSE
"Yohann MALLET","m","IND","yo_h_a_n_n","Conseiller municipal","niort","deux sevres","Local","133770983",4977,620,2010,"2015-04-21",1887,618,FALSE
"Denis SZALKOWSKI","m","EELV","bloginfo","Maire","saint eloi de fourques","eure","Local","6847182",9565,618,2007,"2015-06-07",2922,618,FALSE
"Marie-Hélène FABRE","f","PS","mhfabre","Député","","aude","MP","501242733",267,618,2012,"2015-04-01",1208,601,TRUE
"Cécile CUKIERMAN","f","FDG","cecilecukierman","Sénateur","","loire","Senator","380298359",114,615,2011,"2015-05-20",1359,615,FALSE
"Jacques BIGOT","m","PS","jacquesbigot","Sénateur","","bas rhin","Senator","76289383",185,615,2009,"2010-03-21",2093,615,FALSE
"Romain BERNARDON","m","IND","romainbernardon","Conseiller municipal","molles","allier","Local","436231201",1239,615,2011,"2015-04-21",1280,600,TRUE
"Dominique BUCCHINI","m","FDG","bucchinid","Président de Conseil Régional","","","Local","173830466",31,614,2010,"2012-02-17",1779,614,FALSE
"Jean DESESSARD","m","EELV","jeandesessard","Responsable politique national, Sénateur","paris","paris","Senator","2169915501",46,614,2013,"2015-04-04",587,614,TRUE
"Martine FAURE","f","PS","martinefaure","Député","","gironde","MP","24524648",258,614,2009,"2012-06-17",2284,614,FALSE
"Roméo DE AMORIM","m","UMP","romeodeamorim","Maire adjoint","saint maur","marne","Local","15719393",995,613,2008,"2015-04-20",2507,594,FALSE
"Alain LAFFONT","m","FDG","alaffontga","Conseiller municipal","clermont ferrand","puy de dome","Local","562350880",1056,612,2012,"2015-06-14",1147,612,FALSE
"Geneviève WORTHAM","f","PS","g_wortham","Conseiller régional","","seine et marne","Local","299779466",1140,611,2011,"2015-06-15",1491,611,TRUE
"Jean-Baptiste DEFRANCE","m","FN","jbdf33","Conseiller municipal","lormont","gironde","Local","599537602",2533,611,2012,"2015-04-21",1106,612,TRUE
"Laurent SCHEMBRI","m","UDI","laurentschembri","Maire, Vice-Président de Communauté d'Agglomération","faverolles les lucey","cote d or","Local","280567275",1051,611,2011,"2015-04-10",1527,604,FALSE
"Muriel GUENOUX","f","PRG","murielguenoux","Conseiller régional","","","Local","114442618",352,611,2010,"2015-04-20",1947,607,TRUE
"Pascale GRUNY","f","UMP","pascalegruny","Conseiller communautaire, Conseiller départemental, Conseiller municipal, Sénateur","","","Senator","92027332",626,611,2009,"2015-04-19",2031,590,FALSE
"Valérie MALAVIEILLE","f","PS","valoumal","Conseiller municipal, Conseiller régional","saint peray","ardeche","Local","292373099",378,611,2011,"2015-06-05",1505,611,FALSE
"Vincent YOU","m","IND","vincentyou","Conseiller régional, Maire adjoint","angouleme","charente","Local","93038474",180,609,2009,"2015-04-18",2026,594,FALSE
"Jean-Pierre GIRAN","m","UMP","jeanpierregiran","Député, Maire","hyeres","var","MP","191832590",3,608,2010,"2010-10-01",1733,598,FALSE
"Yves ALBARELLO","m","UMP","yvesalbarello","Député, Maire","claye-souilly","seine et marne","MP","306229486",20,608,2011,"2012-09-05",1481,586,FALSE
"Jean-Emmanuel ROBERT","m","UMP","je_robert","Conseiller communautaire, Conseiller municipal","strasbourg","bas rhin","Local","212230612",1499,607,2010,"2015-04-21",1684,592,FALSE
"Hervé TILLARD","m","PS","hervetillard","Maire, Vice-Président de Communauté d'Agglomération","chavigney","meurthe et moselle","Local","454866312",3853,605,2012,"2015-06-11",1259,605,FALSE
"Nicole DURANTON","f","UMP","nicoleduranton","Sénateur","evreux","eure","Senator","2806015695",389,605,2014,"2015-05-07",254,606,TRUE
"Clement ORTEGA PELLETIER","m","FDG","ortegapelletier","Conseiller municipal","","","Local","319023785",265,605,2011,"2015-06-14",1460,605,FALSE
"Jean-Claude BOUCHET","m","UMP","jcbouchet","Député, Maire","","vaucluse","MP","224265528",65,599,2010,"2012-05-23",1651,591,FALSE
"Alain MARLEIX","m","UMP","marleixalain","Député","","cantal","MP","409232344",23,599,2011,"2014-11-28",1314,599,FALSE
"Fabrice FRICHET","m","IND","frichetfabrice","Conseiller communautaire, Conseiller municipal","","doubs","Local","71627421",4409,598,2009,"2015-04-21",2110,600,FALSE
"Gilles DETERVILLE","m","PS","caen14","Conseiller départemental, Conseiller municipal","","calvados","Local","17578311",1381,592,2008,"2015-04-21",2395,559,FALSE
"Jérôme BIGNON","m","UMP","jeromebignon","Sénateur","","somme","Senator","138014656",101,591,2010,"2012-12-19",1875,578,FALSE
"Ludovic ASSIER","m","UDI","ludovicassier","Conseiller régional","","orne","Local","557099682",1519,590,2012,"2015-06-15",1153,590,TRUE
"Didier FISCHER","m","PS","didierfischer1","Conseiller communautaire, Conseiller municipal","coignieres","yvelines","Local","927953730",2810,584,2012,"2015-06-13",952,584,FALSE
"Gabriel MASSOU","m","FDG","mgvlg","Conseiller régional","","hauts de seine","Local","72248477",3648,584,2009,"2015-04-21",2108,585,FALSE
"Philippe EYMERY","m","FN","philippeeymery","Conseiller communautaire, Conseiller municipal, Vice-Président de Conseil Régional","dunkerque","nord","Local","2150806986",858,583,2013,"2015-06-12",601,583,FALSE
"Michel DIEFENBACHER","m","UMP","mdiefenbacher","Conseiller régional","","lot et garonne","Local","311453892",279,580,2011,"2012-09-30",1472,574,FALSE
"Pierre MORANGE","m","UMP","pierremorange","Député, Maire","chambourcy","yvelines","MP","243300558",28,578,2011,"2012-06-18",1601,559,FALSE
"Éric BOCQUET","m","FDG","ericbocquet","Sénateur","","nord","Senator","2304676531",430,576,2014,"2015-05-24",510,576,FALSE
"Rose-Marie VERON","f","EELV","rm_veron","Conseiller municipal, Conseiller régional","angers","maine et loire","Local","1339141686",1123,576,2013,"2015-06-13",798,576,FALSE
"Dominique GAMBIER","m","PS","dominiqugambier","Maire, Vice-Président de Conseil Régional","rouen","seine maritime","Local","78907386",1874,571,2009,"2015-04-21",2084,542,FALSE
"Alexis JOLLY","m","FN","alexisjollyfn","Conseiller communautaire, Conseiller municipal","echirolles","isere","Local","120521019",617,569,2010,"2015-04-20",1927,566,FALSE
"Laura CHATEL","f","EELV","laurachatel","Responsable politique national, Sans mandat électif courant","","","Else","446566930",272,569,2011,"2015-03-29",1268,569,TRUE
"Hamid BERKANI","m","PS","hamidberkani1","Vice-Président de Conseil Régional","","puy de dome","Local","622700197",523,567,2012,"2015-06-12",1081,567,FALSE
"David HECQ","m","PS","hecqdavid","Maire, Vice-Président de Communauté d'Agglomération","anzin saint aubin","nord","Local","93733486",6293,567,2009,"2015-06-10",2023,567,FALSE
"Jacques REMILLER","m","UMP","remillerjacques","Maire","vienne","isere","Local","494809816",1065,565,2012,"2014-04-02",1215,564,FALSE
"Yannick VAUGRENARD","m","PS","yvaugrenard","Sénateur","","loire atlantique","Senator","380924724",13,565,2011,"2014-05-07",1358,565,FALSE
"Sophie SARAMITO","f","PS","sophiesaramito","Vice-Président de Conseil Régional","","maine et loire","Local","484654203",500,564,2012,"2015-06-14",1226,564,FALSE
"Florence BARISEAU","f","UMP","fbariseau","Conseiller communautaire, Conseiller municipal, Conseiller régional","villeneuve d ascq","nord","Local","1453287302",690,562,2013,"2015-04-19",753,542,FALSE
"Franck CHEFDOR","m","UDI","franckchefdor","Sans mandat électif courant","","","Else","536796000",929,558,2012,"2015-04-13",1177,560,TRUE
"Christian GRANGIS","m","FN","grangis02","Conseiller régional","","ardeche","Local","1052332219",544,557,2013,"2015-04-20",896,555,FALSE
"Daniel DUGLERY","m","UMP","dduglery","Conseiller régional, Maire, Président de Communauté d'Agglomération","montlucon","allier","Local","2293832075",295,554,2014,"2015-06-13",511,554,FALSE
"Jacqueline GOURAULT","f","MODEM","j_gourault","Responsable politique national, Sénateur","","","Senator","2841918969",53,553,2014,"2015-05-13",236,553,TRUE
"Jean-Louis LEVEQUE","m","FN","leveque_louis","Sans mandat électif courant","gignac la nerthe","bouches du rhone","Else","2424685421",2372,553,2014,"2015-06-14",453,553,FALSE
"Gérard CORNU","m","UMP","gerardcornu","Sénateur","","eure et loir","Senator","774264626",76,552,2012,"2015-05-12",1027,553,FALSE
"Rachida SAHRAOUI","f","UDI","rachidasahraoui","Conseiller régional","","nord","Local","70150351",929,552,2009,"2015-06-14",2115,552,TRUE
"Gérard LONGUET","m","UMP","gerard_longuet","Sénateur","","meuse","Senator","570989607",10,550,2012,"2012-06-11",1138,550,FALSE
"Pierre TEBALDINI","m","UDI","tebaldini","Conseiller municipal","noisiel","seine et marne","Local","48791308",2164,547,2009,"2015-04-20",2187,519,FALSE
"Brigitte MICOULEAU","f","UMP","bmicouleau","Maire adjoint, Sénateur","toulouse","haute garonne","Senator","585479856",254,544,2012,"2015-04-20",1122,541,FALSE
"Jean-Michel VILLAUME","m","PS","jmvillaume","Député","","haute saone","MP","2280752737",733,543,2014,"2015-04-21",525,491,FALSE
"Anne VOITURIEZ","f","IND","annevoituriez","Maire","loos","nord","Local","1225540651",901,542,2013,"2015-04-21",838,531,FALSE
"François PATRIAT","m","PS","francoispatriat","Président de Conseil Régional, Sénateur","","cote d or","Senator","47915502",0,542,2009,NA,2190,542,FALSE
"Ludovic MARCHETTI","m","FN","amillyfn_rbm","Conseiller municipal","amilly","loiret","Local","2226806360",2895,540,2013,"2015-06-14",561,540,FALSE
"Christophe LEONARD","m","PS","ch_leonard","Député","","ardennes","MP","356342009",185,539,2011,"2012-10-11",1399,531,FALSE
"Blanche CHAUSSAT","f","FN","blanchechaussat","Conseiller régional","","rhone","Local","1869325801",310,538,2013,"2015-04-05",638,537,FALSE
"Gilles SCHMIDT","m","UDI","gillesschmidt","Maire adjoint","rambouillet","yvelines","Local","927631418",871,538,2012,"2015-06-14",953,538,FALSE
"Daniel SPAGNOU","m","UMP","spagnou","Maire, Président de Communauté d'Agglomération","","alpes de haute provence","Local","49973013",1400,538,2009,"2015-04-20",2184,525,FALSE
"François DRAGEON","m","UDI","francoisdrageon","Conseiller municipal","aytre","charente maritime","Local","558497398",397,532,2012,"2015-05-07",1152,532,FALSE
"Sylvie PICHOT","f","PS","sylviepichot","Député","mayenne","mayenne","MP","952012243",510,530,2012,"2015-05-22",941,530,FALSE
"François CALVET","m","UMP","calvetfrancois","Sénateur","","pyrenees orientales","Senator","335912997",150,529,2011,"2015-05-21",1432,530,FALSE
"Quentin DEZETTER","m","MODEM","quentindezetter","Conseiller municipal","juvisy sur orge","essonne","Local","16863798",7650,528,2008,"2015-04-20",2430,530,FALSE
"Jérémie CREPEL","m","EELV","jcrepel","Conseiller municipal","lille","nord","Local","1216070186",2529,527,2013,"2015-06-13",841,527,FALSE
"Joël GIRAUD","m","PRG","joelgiraud05","Député","","hautes alpes","MP","1906998314",158,524,2013,"2015-04-09",628,511,FALSE
"Marc-Henri DUVERNET","m","PS","mhduvernet","Conseiller communautaire, Conseiller départemental, Conseiller municipal","lons le saunier","jura","Local","885192001",712,524,2012,"2015-04-21",972,466,FALSE
"Hugo POIDEVIN","m","FDG","hugopoidevin","Conseiller communautaire, Conseiller municipal","cherbourg","manche","Local","891198206",7197,521,2012,"2015-06-13",970,521,FALSE
"Julien WEIL","m","UMP","julienweil","Conseiller départemental, Maire adjoint","saint mande","val de marne","Local","87897855",438,519,2009,"2015-04-16",2048,489,FALSE
"Farida BOUDAOUD","f","PS","faridaboudaoud","Conseiller régional","","rhone","Local","450541019",76,516,2011,"2015-05-22",1264,516,FALSE
"Jean GRELLIER","m","PS","jean_grellier","Député","","deux sevres","MP","581634493",33,515,2012,"2012-06-17",1126,515,FALSE
"Corinne IMBERT","f","UMP","imbertcorinne17","Maire, Sénateur","beauvais","oise","Senator","2153608734",686,514,2013,"2015-04-19",599,513,FALSE
"Fabrice BARON","m","UDI","fabricebaron","Sans mandat électif courant","","essonne","Else","35880020",3893,513,2009,"2015-04-14",2240,515,FALSE
"Jean-Richard SULZER","m","FN","jrsulzer","Conseiller régional, Maire adjoint","henin beaumont","nord","Local","2334017449",1355,510,2014,"2015-04-19",492,510,FALSE
"Jean COUDRAY","m","UDI","jeancoudray","Conseiller communautaire, Maire adjoint","saint malo","ille et vilaine","Local","75238693",2487,508,2009,"2015-04-21",2097,484,FALSE
"Philippe RIBOT","m","UDI","philipperibot","Conseiller départemental, Maire, Vice-Président de Communauté d'Agglomération","","gard","Local","421128581",891,505,2011,"2015-04-19",1299,493,FALSE
"David LEFEVRE","m","MODEM","_davidlefevre","Maire adjoint","chatillon","hauts de seine","Local","595421721",575,504,2012,"2015-03-31",1111,502,TRUE
"François BECHIEAU","m","DVG","fbech","Responsable politique national, Sans mandat électif courant","","","Else","155306473",3054,504,2010,"2015-05-29",1828,504,FALSE
"Françoise COUTANT","f","EELV","fcoutant","Vice-Président de Conseil Régional","","","Local","105902348",511,502,2010,"2015-06-13",1975,502,FALSE
"Julien DIDRY","m","UDI","jdidry","Maire, Vice-Président de Communauté d'Agglomération","verdun","meuse","Local","84627494",1806,502,2009,"2015-04-19",2061,493,FALSE
"Catherine APOURCEAU-POLY","f","FDG","apourceau","Conseiller régional","","pas de calais","Local","552094323",2229,501,2012,"2015-06-14",1159,501,FALSE
"Sheila MCCARRON","f","PS","sheila_mcc","Conseiller départemental, Maire adjoint","l arbresle","rhone","Local","82828156",2258,501,2009,"2015-04-20",2069,475,FALSE
"Luc MERCIER","m","UDI","lucmercier92110","Conseiller municipal","clichy","hauts de seine","Local","1928206400",541,500,2013,"2015-06-12",621,500,TRUE
"Elisa MARTIN","f","FDG","elisamartingre","Conseiller régional, Maire adjoint","grenoble","isere","Local","2890884760",62,499,2014,"2015-06-13",204,499,FALSE
"Patrick NAIZAIN","m","EELV","naizainp","Conseiller régional, Maire adjoint","","loire atlantique","Local","314091025",642,499,2011,"2015-06-14",1467,499,TRUE
"Benoît VERGE","m","UDI","benoit_vg","Conseiller départemental","paris","paris","Local","1008368660",1892,496,2012,NA,915,496,FALSE
"David NOEL","m","FDG","davidnoelpcf62","Conseiller municipal","henin beaumont","pas de calais","Local","171540260",4268,496,2010,"2015-06-14",1785,496,FALSE
"Ladislas POLSKI","m","DVG","ladislaspolski","Conseiller municipal, Conseiller régional","la trinite","alpes maritimes","Local","438556987",184,495,2011,"2015-06-13",1277,495,FALSE
"Marie-Pierre LIMOGE","f","UDI","mplimoge","Maire adjoint, Vice-Président de Conseil Départemental","courbevoie","hauts de seine","Local","71632962",997,492,2009,"2015-06-14",2110,492,FALSE
"Yann CAPET","m","PS","yanncapet_2014","Conseiller régional, Député","","pas de calais","MP","2163023634",147,492,2013,"2015-05-03",595,492,FALSE
"Lilian NOIROT","m","FN","lilian7130","Conseiller municipal","montceau les mines","saone et loire","Local","223847367",3995,491,2010,"2015-04-20",1652,489,FALSE
"Olivier THOMAS-1","m","PS","olivier091","Conseiller régional, Maire","marcoussis","essonne","Local","84459356",443,490,2009,"2015-06-02",2062,490,FALSE
